empty_slots,free_bikes,id,latitude,longitude,name,timestamp,extra.address,extra.altitude,extra.ebikes,extra.has_ebikes,extra.last_updated,extra.normal_bikes,extra.payment,extra.payment-terminal,extra.renting,extra.returning,extra.slots,extra.uid,extra.post_code
3,12,8aa5c061e4ae37e2e05b05d04afadc2e,43.64976,-79.48477,Jane St / Bloor St W (Jane Subway Station),2024-08-05T17:31:38.779000Z,Jane St / Bloor St W (Jane Subway Station),0.0,1,True,1722879001,11,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7479,M6S 3Y2
15,4,5f6ec96dda864a01fdf0c031b6a1b6d0,43.664182,-79.449066,Antler St / Campbell Ave - SMART,2024-08-05T17:31:38.934000Z,Antler St / Campbell Ave - SMART,0.0,0,True,1722878905,4,"['key', 'transitcard', 'phone']",False,1,1,20,7477,M6P 3V5
9,14,4a5734eee8c1c49197ffe9b992dd032a,43.64407,-79.3929,Clarence Square,2024-08-05T17:31:38.910000Z,Clarence Square,0.0,1,True,1722879047,13,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,23,7474,M5V 1H1
13,12,41466727730d71a0286376ef3675d282,43.6442,-79.38702,Front St W / Simcoe St,2024-08-05T17:31:41.601000Z,Front St / Simcoe St,0.0,1,True,1722878968,11,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,27,7468,M5V 2W6
1,10,213541646a587196b1acb812a3d0a8ad,43.64283,-79.38409,Lower Simcoe St / Bremner Blvd,2024-08-05T17:31:41.677000Z,Lower Simcoe St / Bremner Blvd,0.0,2,True,1722879078,8,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,13,7467,M5J 3A6
11,6,1a68bd75d5159c7cc33367b97ee8ab8e,43.65182,-79.47421,Glendonwynne Rd / Bloor St W,2024-08-05T17:31:41.685000Z,Glendonwynne Ave / Bloor St W - SMART,0.0,0,True,1722878956,6,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,18,7466,M6S 1N3
11,6,1dd10befe3fa0d7d7ebc657b9a01942b,43.685569,-79.408019,Russell Hill Rd / St Clair Ave W,2024-08-05T17:31:41.693000Z,Russell Hill Rd / St Clair Ave W - SMART,0.0,5,True,1722878949,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7465,M4V 1R8
12,4,41ead9c9a4a83459161794bfb1894c07,43.651678,-79.375233,Church St / Lombard St,2024-08-05T17:31:34.665000Z,Church St / Lombard St,0.0,0,True,1722879007,4,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,17,7458,M5C 3H9
5,12,888212c5d33ceed5acbab77b4e544689,43.651838,-79.378743,Richmond St E / Yonge St,2024-08-05T17:31:41.646000Z,Richmond St E / Yonge St,0.0,0,True,1722879041,12,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,17,7462,M5C 1X7
14,6,189995604737e19f1b76cd3a3ff3aff9,43.665221,-79.394009,Queen's Park Cres W / Hoskin Ave,2024-08-05T17:31:34.568000Z,Queen's Park Cres W / Hoskin Ave,0.0,0,True,1722878973,6,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,23,7457,M5S 1H7
2,11,fe268f3f2f439d0016dc46605491078e,43.688148,-79.362101,Pottery Rd / Lower Don River Trail,2024-08-05T17:31:34.579000Z,Pottery Rd / Lower Don River Trail - SMART,0.0,0,True,1722878911,11,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7454,M4K 2B9
18,2,70ad303e74f93aa2bfaea256b9b09753,43.669232,-79.374495,Bleecker St / St James Ave,2024-08-05T17:31:34.588000Z,Bleecker St / St James Ave,0.0,1,True,1722879066,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,23,7452,M4X 1M2
25,6,a7cdbedefded6e117505bde22c24ef84,43.640075,-79.414156,Western Battery Rd / Pirandello St,2024-08-05T17:31:34.610000Z,Western Battery Rd / Pirandello St,0.0,0,True,1722878913,6,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,31,7451,M6K 3S4
9,6,fbcb8f44813b5f7eba282691176d9249,43.678285,-79.347346,Carlaw Ave / Danforth Ave,2024-08-05T17:31:34.605000Z,Carlaw Ave / Danforth Ave - SMART,0.0,1,True,1722879012,5,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7450,M4K 1P7
12,3,280ce4cfc4b101f3a8a08843e4a258d6,43.697139,-79.31469,Cosburn Ave / Cedarvale Ave,2024-08-05T17:31:37.434000Z,Cosburn Ave / Cedarvale Ave,0.0,0,True,1722879004,3,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7449,M4C 4K7
14,4,9d4f1f5d63ed3e297fc737908616f617,43.694826,-79.295208,Goodwood Park Crt / Dentonia Park,2024-08-05T17:31:37.438000Z,Goodwood Park Ct / Dentonia Park,0.0,1,True,1722878953,3,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7448,M4C2G5
3,16,0729b25bcf663b7a2278f01d63b50fcf,43.673118,-79.318651,Eastwood Rd / Coxwell Ave,2024-08-05T17:31:37.420000Z,Eastwood Rd / Coxwell Ave,0.0,0,True,1722879062,16,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7445,M4L 3B5
23,0,27e30ff4939a3992db39e99af9dfe172,43.689293,-79.295895,Trent Ave / Danforth Ave,2024-08-05T17:31:37.425000Z,Trent Ave / Danforth Ave - SMART,0.0,0,True,1722878971,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,23,7447,M4C 1M2
5,14,675628c054189e3bce23785d6574a24d,43.66908,-79.3149,Orchard Park,2024-08-05T17:31:37.427000Z,Orchard Park,0.0,0,True,1722879001,14,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7446,M4L 1M7
18,1,32915794131e41a355ebee1ab9ad78fb,43.66073,-79.47149,Clendenan Ave / Rowland St - SMART,2024-08-05T17:31:37.423000Z,Clendenan Ave / Rowland St - SMART,0.0,0,True,1722878928,1,"['key', 'transitcard', 'phone']",False,1,1,20,7444,M6P 2X6
11,3,738cf12a45b36f443d7585aa9d55e3a9,43.66189,-79.42679,Concord Ave / Bloor St W,2024-08-05T17:31:37.813000Z,Concord Ave / Bloor St W - SMART,0.0,0,True,1722879005,3,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7437,M6H 1L1
10,7,1f5bb4fff3139fff3f927f1a4980dc1e,43.65389,-79.4675,Gothic Ave / Quebec Ave,2024-08-05T17:31:37.924000Z,High Park Subway - SMART,0.0,0,True,1722878990,7,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7438,M6P 2V9
10,0,3df6faa6bc73f93a672aa3e3004434f0,43.68114,-79.4277,Rushton Rd / St Clair Ave W,2024-08-05T17:31:37.810000Z,Rushton Rd / St Clair Ave W - SMART,0.0,0,True,1722879054,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,10,7435,M6G 3J4
3,12,8ab6f991fa3032ee2a20b1d34d50be01,43.663148,-79.347938,Dundas St E / Boulton Ave - SMART,2024-08-05T17:31:37.847000Z,Dundas St E / Boulton Ave - SMART,0.0,0,True,1722879079,12,"['key', 'transitcard', 'phone']",False,1,1,16,7433,M4M 2J6
3,20,236729e04a979069b035a3070e608f6e,43.669813,-79.3335,Gerrard St E / Leslie St,2024-08-05T17:31:37.821000Z,Gerrard St E / Leslie St,0.0,0,True,1722878917,20,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,24,7431,M4M 2A1
16,11,2800c972b83e435cecefcdb95078e435,43.633537,-79.437461,Marilyn Bell Park Tennis Court,2024-08-05T17:31:37.817000Z,Marilyn Bell Park Tennis Court,0.0,0,True,1722879084,11,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,27,7430,M6K 3C1
7,15,2c32c6a2dbfb666ee51150ce15e1b9a5,43.63632,-79.47307,The Queensway at South Kingsway,2024-08-05T17:31:40.156000Z,The Queensway at South Kingsway - SMART,0.0,1,True,1722879032,14,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,23,7425,M6S 5B7
18,2,9fa8f250a5b887af9cda8df6931f2eca,43.697819,-79.38786,Merton St / Mount Pleasant Rd,2024-08-05T17:31:40.185000Z,Merton St / Mount Pleasant Rd - SMART,0.0,1,True,1722879027,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,23,7424,M4S 1A7
14,1,c9395d274aa197587eb89f34e68e262a,43.638426,-79.429142,Tyndall Ave / King St W - SMART,2024-08-05T17:31:40.193000Z,Tyndall Ave / King St W - SMART,0.0,0,True,1722879067,1,"['key', 'transitcard', 'phone']",False,1,1,16,7422,M6K 2E2
21,2,a3eb9012fe995bffeef3b7d02cfffbd1,43.65988,-79.38279,College Park - Yonge St Entrance,2024-08-05T17:31:33.750000Z,College Park - Yonge Entrance,0.0,0,True,1722879058,2,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,25,7418,M5B 2H4
24,4,7c6f64117f740f5dc9114ebfb26a6247,43.66842,-79.410585,Barton Ave / Howland Ave - SMART,2024-08-05T17:31:40.209000Z,Barton St / Howland St - SMART,0.0,2,True,1722879053,2,"['key', 'transitcard', 'phone']",False,1,1,28,7420,M5R 3B5
13,2,d1bac3c8125c67909fa2e4a3cdf6b409,43.66402,-79.46418,Keele St / Annette St,2024-08-05T17:31:33.716000Z,Keele St / Annette St - SMART,0.0,1,True,1722879053,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7414,M6P 2K9
19,3,e7384509a60160b8e84403a3247255a5,43.66686,-79.46526,Keele St / Vine Ave,2024-08-05T17:31:33.724000Z,Keele St / Vine Ave - SMART,0.0,0,True,1722879074,3,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,23,7415,M6P 3K2
13,6,56ff366ef56862dc34e4df414568d4b0,43.671278,-79.372127,Howard St / Rose Ave,2024-08-05T17:31:33.678000Z,Howard St / Ontario St,0.0,0,True,1722878910,6,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7410,M4X 1J9
6,13,940aa4a33247df5ea989d1b07e125e5d,43.635023,-79.399505,Little Norway Park,2024-08-05T17:31:33.683000Z,Little Norway Park,0.0,0,True,1722878987,13,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,22,7411,M5V 2Y9
10,9,ef9dfe14fccf2237630ed9002c48fc3b,43.70547,-79.40355,Lascelles Blvd / Eglinton Ave W,2024-08-05T17:31:36.423000Z,Lascelles Blvd / Eglinton Ave W - SMART,0.0,0,True,1722878978,9,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7403,M4R 1A6
15,7,93727b82ed700768aa9695d49140f6b3,43.641675,-79.354006,Polson Pier,2024-08-05T17:31:36.394000Z,Polson Pier,0.0,0,True,1722879070,7,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,23,7400,M5A 1A5
20,2,f84773b4dcedcaea20de2c7e324d8c90,43.694341,-79.291416,Dentonia Park,2024-08-05T17:31:37.185000Z,Dentonia Park Station,0.0,0,True,1722879003,2,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,23,7395,J4G 29
13,2,3d13e32b7336dbe2c6b2190df3ba8600,43.64422,-79.36927,Lower Jarvis St / Queens Quay E,2024-08-05T17:31:37.212000Z,Lower Jarvis / Queens Quay E,0.0,0,True,1722878980,2,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,18,7399,M5E 1Z2
11,0,009f180cf35ae1285733d98ccf058313,43.685924,-79.376304,Summerhill Ave / Maclennan Ave,2024-08-05T17:31:38.633000Z,Summerhill Ave / Maclennan Ave,0.0,0,True,1722878972,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,11,7488,M4M 2Z9
8,14,c452eea1e95d474e6f1b7ea545e79d1b,43.645215,-79.364898,Queens Quay E / Lower Sherbourne St,2024-08-05T17:31:33.646000Z,Queens Quay E / Lower Sherbourne,0.0,0,True,1722879067,14,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,25,7261,M5A 3Y4
10,8,1fe6812cc638f0e5080113daa9a7d77a,43.646677,-79.442741,Wright Ave / Sorauren Ave - SMART,2024-08-05T17:31:41.344000Z,Wright Ave / Sorauren St (Sorauren Park),0.0,1,True,1722878904,7,"['key', 'transitcard', 'phone']",False,1,1,18,7231,
13,5,b4462a2daef20c76a3ff7c53326f10e4,43.63855,-79.46693,Ellis Ave / The Queensway,2024-08-05T17:31:38.771000Z,Ellis Ave / The Queensway,0.0,1,True,1722879004,4,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7478,M6S 2X1
6,2,1e83030210b6666f3fe29bade92f1181,43.645599,-79.4657123,High Park - Grenadier Cafe,2024-08-05T17:31:40.848000Z,High Park - Grenadier Cafe,0.0,0,True,1722878990,2,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,11,7084,
9,1,c102428e69ec84dd803fd2f51b8cfc83,43.674923,-79.430465,Winona Dr / Davenport Rd,2024-08-05T17:31:32.807000Z,Winona Dr / Davenport Rd,0.0,1,True,1722879064,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,11,7302,
9,2,68185cf4a510f34c7dd396bb2fb7549a,43.684758,-79.316767,Danforth Ave / Aldridge Ave,2024-08-05T17:31:40.861000Z,Danforth Ave / Aldridge Ave,0.0,0,True,1722878937,2,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,11,7087,
20,19,deb6cce4318ac072f72c4988efd9dbdf,43.66663,-79.38148,Dundonald St / Church St,2024-08-05T17:31:38.065000Z,Dundonald St / Church St,0.0,1,True,1722878991,18,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,39,7024,
17,1,7f15a95a0104437a73d574be76cb4158,43.685221,-79.294766,Gerrard St E / Malvern Ave - SMART,2024-08-05T17:31:39.071000Z,Gerrard St E / Malvern Ave - SMART,0.0,0,True,1722878914,1,"['key', 'transitcard', 'phone']",False,1,1,19,7503,M4E 2E1
11,21,263344f0b04caa421826eceaadd15697,43.635492,-79.398253,Bathurst St/Queens Quay(Billy Bishop Airport),2024-08-05T17:31:38.725000Z,Bathurst St/Queens Quay(Billy Bishop Airport),0.0,0,True,1722879001,21,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,35,7203,
1,13,624be8411d63932754479f0b710eaa97,43.63951,-79.383717,Queens Quay W / Lower Simcoe St,2024-08-05T17:31:34.431000Z,Queens Quay W / Lower Simcoe St,0.0,2,True,1722879049,11,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7043,
16,6,26c9984a5ec1ea1e7edb7fafa8d1e6f7,43.6417852,-79.4131148,King St W / Crawford St,2024-08-05T17:31:33.677000Z,King St W / Crawford St - SMART,0.0,0,True,1722879002,6,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,23,7412,M6K 3M5
10,20,d52672d5cddbb77befa3d5d448fc2534,43.655766,-79.3802,Yonge St / Dundas Sq,2024-08-05T17:31:37.204000Z,Yonge St / Dundas Sq,0.0,1,True,1722879017,19,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,31,7391,
10,0,735f71a11ab473f25860d7366582a5fa,43.680466,-79.432522,St Clair Ave W / Winona Dr,2024-08-05T17:31:38.148000Z,St Clair Ave W / Winona Dr - SMART,0.0,0,True,1722878959,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,11,7459,M6C 1C2
13,38,6f5d2f1ea5a0702ceb169480117ac9fd,43.664088,-79.387095,Bay St / Wellesley St W,2024-08-05T17:31:35.162000Z,Bay St / Wellesley St W,,2,True,1722878979,36,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,51,7030,
18,2,9c5267129912b44d3d8c91094256f1e2,43.65917,-79.46997,Humberside Grounds - SMART,2024-08-05T17:31:39.049000Z,Humberside Grounds - SMART,0.0,1,True,1722879058,1,"['key', 'transitcard', 'phone']",False,1,1,20,7501,M6P 3G4
16,2,22cedcbf1b4580a7995f4e15843bd2ef,43.671535,-79.379173,Bloor St E / Huntley St - SMART,2024-08-05T17:31:33.628000Z,Bloor St E / Huntley St,0.0,0,True,1722878933,2,"['key', 'transitcard', 'phone']",False,1,1,20,7264,
15,6,ed02403ba3e67b969a9d5e10742b7d5b,43.646734,-79.38301,York St / Wellington St W (1) ,2024-08-05T17:31:41.594000Z,Wellington St W / York St,0.0,0,True,1722878991,6,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,23,7469,M5J 2R2
10,0,aeeb1fa2ea65f1492a523f0477de71d7,43.6662942,-79.4066433,Dalton Rd / Bloor St W,2024-08-05T17:31:36.727000Z,Dalton Rd / Bloor St W,0.0,0,True,1722879060,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7061,M6G1A1
14,12,a249bee44425dc2b5c2f384a00a59f33,43.675278,-79.423889,Davenport Rd / Christie St,2024-08-05T17:31:35.172000Z,Davenport Rd / Christie St,0.0,10,True,1722879071,2,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,27,7138,
2,8,24de23035684fccb1f588c7161489075,43.648928,-79.378623,King St W / Jordan St,2024-08-05T17:31:33.709000Z,King St / Jordan St - SMART,0.0,0,True,1722879063,8,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,11,7417,M5H 1C3
23,2,aa101867125c9cc13920e34d881f86b2,43.715951,-79.351246,E.T. Seton Park (Eglinton Ave E / Leslie St),2024-08-05T17:31:34.582000Z,E.T. Seton Park (Eglinton Ave E / Leslie St),0.0,0,True,1722878962,2,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,27,7455,M4P 1A2
6,20,6cdafdc1db0f73b22c3fd462fd984805,43.665645,-79.304711,Woodbine Ave / Lake Shore Blvd E,2024-08-05T17:31:40.324000Z,Woodbine Ave / Lake Shore Blvd E,0.0,7,True,1722878940,13,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,27,7428,M4L 1B8
20,0,1d827726987d707bbcd5562e02416b0e,43.645572,-79.39399,King St W / Charlotte St,2024-08-05T17:31:36.460000Z,King St W / Charlotte St,0.0,0,True,1722878970,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,23,7324,
12,6,08d867cbed5f08addb01b714700eacf7,43.652777,-79.372637,Jarvis St / Richmond St E,2024-08-05T17:31:38.916000Z,Jarvis St / Richmond St E,0.0,0,True,1722879041,6,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7475,M5C 2H6
14,0,2d9b09d13ca6695d876ff08853469a24,43.665538,-79.451263,Symington Ave / Dupont St,2024-08-05T17:31:38.922000Z,Symington Ave / Dupont St - SMART,0.0,0,True,1722878970,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7476,M6P 3S3
15,9,c9624aaf955b7fb236dcf2c8443c8fe9,43.650325,-79.372287,King St E / Jarvis St,2024-08-05T17:31:33.856000Z,King St E / Jarvis St,0.0,0,True,1722878978,9,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,25,7009,
2,11,2d1d89a437dbc32634ba928744831860,43.66943,-79.38915,Bay St / Bloor St W (East Side),2024-08-05T17:31:38.066000Z,1199 Bay St,0.0,3,True,1722879046,8,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7029,M6G1X2
9,8,179e575503c062aa31a47c6f67d492da,43.669244,-79.3894,Bay St / Bloor St W (West Side),2024-08-05T17:31:38.954000Z,1188 Bay St,0.0,0,True,1722878913,8,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7335,M6H1a1
8,7,ffc954e6f4228f59169c040483ebcc3a,43.683351,-79.41562,Wells Hill Ave / St Clair Ave W,2024-08-05T17:31:37.704000Z,Wells Hill Ave / St Clair Ave W,0.0,0,True,1722879061,7,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7363,
22,1,41b880ed1fe29761e25d4e3a492b563d,43.6574766,-79.373446,Dundas St E / George St,2024-08-05T17:31:37.396000Z,Dundas St E / George St - SMART,0.0,0,True,1722879055,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,25,7443,M6H 1N6
4,17,c209afb99ac56fcd8f423e9365621ee7,43.636611,-79.400042,Fleet St / Bathurst St,2024-08-05T17:31:34.209000Z,Fleet St / Bathurst St,0.0,1,True,1722878907,16,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,23,7072,M6G1X2
3,6,7f5ae543870ee8917aaa5022234c5e0b,43.646552,-79.406468,Tecumseth St / Queen St W - SMART,2024-08-05T17:31:37.670000Z,Tecumseth St / Queen St W,0.0,0,True,1722879071,6,"['key', 'transitcard', 'phone']",False,1,1,9,7245,
12,4,d00c14c6cffc4b0fb30239ec2410232c,43.713524,-79.400162,Briar Hill Ave / Yonge St - SMART,2024-08-05T17:31:38.532000Z,Briar Hill Ave / Yonge St - SMART,0.0,4,True,1722879042,0,"['key', 'transitcard', 'phone']",False,1,1,16,7484,M4P 2J2
11,3,9c2e322a9d2bd1035e3f607f96152a98,43.65003919999999,-79.3733541,King St E / Church St,2024-08-05T17:31:34.160000Z,St James Park,0.0,0,True,1722878919,3,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7074,M5C 1G6
17,1,03cb067499bb9bc86cf0c884edb403bc,43.663376,-79.392125,Wellesley St W / Queen's Park Cres,2024-08-05T17:31:33.867000Z,Wellesley St W / Queen's Park Cres,0.0,0,True,1722879048,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7008,
5,12,2f10b834460965288d419163586f3f89,43.65995,-79.38964,University Ave / College St (East),2024-08-05T17:31:39.057000Z,University Ave / College St (East),0.0,0,True,1722879001,12,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,20,7502,M5G 1L7
3,14,1ac23b3d20ad003acf2f9b1f8a2f2f0b,43.6146692,-79.4873148,Superior Ave / Lake Shore Blvd W,2024-08-05T17:31:32.870000Z,Superior Ave / Lake Shore Blvd W,0.0,0,True,1722878921,14,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,17,7516,M8V 2M1
6,20,50d8ed93a01d05c04298300fe52b5ac7,43.63771,-79.458173,Lake Shore Blvd W / Colborne Lodge Dr,2024-08-05T17:31:32.932000Z,Lake Shore Blvd W / Colborne Lodge Dr,0.0,0,True,1722879052,20,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,27,7518,M6S 5A3
13,10,f897c08ea341fc832b7ca756cb0982ae,43.6390437,-79.4760109,Ripley Ave / Ormskirk Ave,2024-08-05T17:31:32.861000Z,Ripley Ave / Ormskirk Ave,0.0,1,True,1722878913,9,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,23,7517,M6S 3N9
4,11,0ebd7e4e7c35126cda830c1c67bb3241,43.6486599,-79.4376413,St Clarens Ave / Shirley St,2024-08-05T17:31:35.098000Z,St Clarens Ave / Shirley Ave,0.0,0,True,1722879071,11,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7520,M6K 1S9
18,3,f926e2b4fe4ff841a24b2ac4962e62bd,43.6702236,-79.4360232,Bartlett Parkette,2024-08-05T17:31:35.120000Z,Bartlett Parkette,0.0,0,True,1722879067,3,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,23,7526,M6H 2B8
14,2,791f66f190e1848c7eeeaf8b937e304f,43.6752732,-79.3778458,Sherbourne St N / Elm Ave,2024-08-05T17:31:37.945000Z,Sherbourne St N / Elm Ave,0.0,0,True,1722878936,2,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,22,7530,M4W 2T4
4,9,068f5330e49bd7236864c7cbf904813f,43.645469,-79.411084,Walnut Ave / Queen St W,2024-08-05T17:31:37.854000Z,Walnut Ave / Queen St W,0.0,0,True,1722878939,9,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7534,M6J 1G4
17,1,36c244827ed3bd3ee314ab1d2781db2a,43.6882821,-79.4253856,Vaughan Rd /Wychwood Ave,2024-08-05T17:31:37.376000Z,Vaughan Rd /Wychwood Ave,0.0,0,True,1722878917,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7538,M6C 2N5
16,3,91b75f5884eca61cded2a3da80a6dc2b,43.651603,-79.408346,Palmerston Ave / Dundas St W,2024-08-05T17:31:37.909000Z,Palmerston Ave / Dundas St W,0.0,1,True,1722879004,2,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,23,7536,M6J 1V2
18,1,e6151e077a7d8141f6ae96e6223d12e9,43.670206,-79.402643,541 Huron St - SMART,2024-08-05T17:31:38.288000Z,541 Huron St,0.0,0,True,1722878957,1,"['key', 'transitcard', 'phone']",False,1,1,20,7531,M5R 2R6
11,3,03b565f085260e768988cd216fbeeef4,43.661559,-79.413845,Euclid Ave / Herrick St - SMART,2024-08-05T17:31:37.897000Z,Euclid Ave / Herrick St,0.0,2,True,1722878983,1,"['key', 'transitcard', 'phone']",False,1,1,16,7537,M6G 2T4
13,2,34a94fc072487f4615b041d2b7a6c659,43.6560758,-79.393259,Baldwin St / Henry St,2024-08-05T17:31:40.296000Z,Baldwin St / Henry St,0.0,0,True,1722879020,2,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7545,M5T 1L2
13,1,2b2e280f715656fb630b59ec9a6d1e0c,43.6580442,-79.3927404,Orde St / McCaul St,2024-08-05T17:31:35.840000Z,Orde St / McCaul St,0.0,0,True,1722879067,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,15,7547,M5T 1W6
15,2,026bf7c2104a659ef0392f1c22bc6e17,43.6568254,-79.3966159,Ross St / Cecil St - SMART,2024-08-05T17:31:34.406000Z,Ross St / Cecil St,0.0,0,True,1722879063,2,"['key', 'transitcard', 'phone']",False,1,1,18,7546,M5T 1N3
3,14,b7461d8effda846e2f78dfbee059c433,43.5927419,-79.54033009999999,Lake Shore Blvd W / Thirty Ninth Street,2024-08-05T17:31:33.748000Z,Lake Shore Blvd W / Thirty Ninth Street,0.0,0,True,1722879062,14,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7552,M8W 1P9
5,12,f1bad47f1bca16159267c0ad3e50fb1a,43.597082,-79.522768,Lake Shore Blvd W / Twenty Fourth St,2024-08-05T17:31:33.740000Z,Lake Shore Blvd W / Twenty Fourth St,0.0,0,True,1722879055,12,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7553,M8V 1M1
16,15,4d9f7ef78ba9859e04d259c1567d1d61,43.6171635,-79.4971065,Windsor St / Newcastle St,2024-08-05T17:31:33.772000Z,Windsor St / Newcastle St,0.0,0,True,1722879028,15,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,31,7556,M8Y 0A6
11,8,1d5a56319adf364532940f86be71ce4b,43.612063,-79.496573,Royal York Rd / Mimico Ave,2024-08-05T17:31:33.778000Z,Royal York Rd / Mimico Ave,0.0,0,True,1722878916,8,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,20,7555,M8V 1R6
9,9,0deaf45500eb93eeacff86adaafeb180,43.63732,-79.489083,Berry Rd / Bell Manor Dr,2024-08-05T17:31:40.565000Z,Berry Rd / Bell Manor Dr,0.0,0,True,1722878941,9,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,19,7558,M8Y 1W5
8,17,4e5712234feb60f46fff461ab136e147,43.5961692,-79.5160575,Humber College (Lakeshore Campus),2024-08-05T17:31:33.784000Z,Humber College,0.0,1,True,1722878905,16,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,27,7554,M8V 4B6
3,21,8b49ce875b451df6dbe4fb4667acb3bd,43.613606,-79.4883535,Amos Waites Park,2024-08-05T17:31:32.876000Z,Amos Waites Park,0.0,1,True,1722878939,20,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,27,7515,M8V 1C5
