foursquare_id,ll,venue_ll,name,address,category
570027be498e3f54be8ab8eb,"43.639832,-79.395954","43.637463,-79.40031",Tim Hortons,2 Bruyeres Mews,"Cafe, Coffee, and Tea House"
53a71af5498e070ad51fdbcc,"43.639832,-79.395954","43.636527,-79.404694",Parisco Cafe,215 Fort York Blvd,Bistro
59b41d760d8a0f65466d467d,"43.639832,-79.395954","43.645334,-79.392404",Kost,80 Blue Jays Way,Restaurant
53af56a1498ee47d2a3a06d7,"43.639832,-79.395954","43.63877,-79.38617",Tim Hortons,249 Queens Dr,"Cafe, Coffee, and Tea House"
4ad4c05cf964a520dff520e3,"43.639832,-79.395954","43.64251,-79.387233",360 Restaurant,301 Front St W,Wine Bar
4bb656c5f562ef3be7003097,"43.639832,-79.395954","43.634749,-79.395951",Ireland Park,Queens Quay W,Park
61230abf8039c517ba702cb5,"43.639832,-79.395954","43.64301,-79.401989",1 Kitchen,550 Wellington St W,American Restaurant
5727f848498e70e0a032e11a,"43.639832,-79.395954","43.644949,-79.398466",Belfast Love,548 King St W,Pub
58ae24a8f2299529b361e0f9,"43.639832,-79.395954","43.646428,-79.39356",Bang Sue Bar,11 Charlotte St,Beer Bar
5ef559d681c22600083ce0cb,"43.639832,-79.395954","43.64426,-79.400226",Ruby Soho,587 King St W,Bar
589fafe634935555b0fa6c35,"43.639832,-79.395954","43.64618,-79.393894",Khao San Road,11 Charlotte St,Thai Restaurant
4f452e59e4b025d844146fb8,"43.639832,-79.395954","43.639194,-79.386518",Pizzaiolo,3 Rees St,Pizzeria
578448d5498ebc4f92ba141d,"43.639832,-79.395954","43.64426,-79.400226",Locals Only,589 King St W,Bar
4bfc5019da7120a132df49fd,"43.639832,-79.395954","43.646135,-79.399917",St. Andrew's Playground,450 Adelaide St W,Park
4b03122bf964a520744c22e3,"43.639832,-79.395954","43.636856,-79.397082",Guirei Toronto,600 Queens Quay W,Sushi Restaurant
4e1b160d7d8bb17ec63a9cfe,"43.639832,-79.395954","43.640041,-79.394178",Fox and Fiddle,17 Fort York Blvd,Pub
4bb3c91a2397b7134d9f38b3,"43.639832,-79.395954","43.644318,-79.394018",Clarence Square Park,Spadina Ave,Park
59e01c65419a9e5dd2c6371f,"43.639832,-79.395954","43.645537,-79.391922",Mister C,80 Blue Jays Way,Hotel Bar
5d91774746c430000815ba3e,"43.639832,-79.395954","43.644514,-79.400593",Dasha,620 King St W,Chinese Restaurant
584a07e8de0cbc4a664d7908,"43.639832,-79.395954","43.643827,-79.401559",Oretta,633 King St W,"Cafe, Coffee, and Tea House"
59bacc07a4236259f0fbf005,"43.639832,-79.395954","43.644967,-79.402863",Northern Maverick Brewing Co,115 Bathurst St,Brewery
4ba79cd4f964a52060a239e3,"43.667333,-79.399429","43.666924,-79.395799",Philosopher's Walk,Address not available,Park
4b17d44af964a52099c823e3,"43.667333,-79.399429","43.667466,-79.399159",L'Espresso Bar Mercurio,321 Bloor St W,Café
59f7bad335811b13a241e498,"43.667333,-79.399429","43.666966,-79.400623",Gyubee,335 Bloor St W,Japanese Restaurant
5362c366498e602fbe1db395,"43.667333,-79.399429","43.662735,-79.403221",Yasu,81 Harbord St,Sushi Restaurant
5707bcb9498e709b544e20b2,"43.667333,-79.399429","43.662413,-79.404572",Her Father's Cider Bar + Kitchen,119 Harbord St,Beer Bar
4b53bef9f964a52011aa27e3,"43.667333,-79.399429","43.667895,-79.403296",Madison Avenue Pub,14 Madison Ave,Pub
56eb72e3498eefb98d82274b,"43.667333,-79.399429","43.663095,-79.402904",Piano Piano,88 Harbord St,Italian Restaurant
4b5e2f40f964a520618229e3,"43.667333,-79.399429","43.667548,-79.400341",Bar Mercurio,270 Bloor St W,Restaurant
5886ca2c0802cb192b9a2f33,"43.667333,-79.399429","43.665413,-79.403461",East of Brunswick,720 Spadina Ave,Beer Bar
4c003a0f37850f4798f5973f,"43.667333,-79.399429","43.666287,-79.403788",Critical Mass Bike Ride Start Point,717 Spadina Ave,Other Great Outdoors
614fdae055353c4ea449541a,"43.667333,-79.399429","43.66929,-79.394914",Writers Room Bar,4 Rd Ave,Cocktail Bar
614fb4bd106a9e0d20168c21,"43.667333,-79.399429","43.669186,-79.394803",Joni Restaurant,4 Rd Ave,Restaurant
50aada1fe4b079c12d577a06,"43.667333,-79.399429","43.663635,-79.3978",Robarts Walkway,Harbord St,Other Great Outdoors
62fe52925745b95da51ccdd1,"43.667333,-79.399429","43.664627,-79.404224",Robert Street Park,60 Sussex Ave,Park
4bcce06fcc8cd13a41c4c1cf,"43.667333,-79.399429","43.668966,-79.40632",Gwendolyn MacEwen Park,Lowther Ave,Landmarks and Outdoors
529612de11d2ab526191ccc9,"43.648001,-79.383177","43.647796,-79.388636",Pai,18 Duncan St,Thai Restaurant
509bb871e4b09c7ac93f6642,"43.648001,-79.383177","43.649789,-79.388252",JaBistro,222 Richmond St W,Sushi Restaurant
4ad4c061f964a520aef720e3,"43.648001,-79.383177","43.647025,-79.389214",Princess Of Wales Theatre,300 King St W,Theater
59f784dd28122f14f9d5d63d,"43.648001,-79.383177","43.650258,-79.388748",HotBlack Coffee,245 Queen St W,Café
5c9aaa3f66f3cd002c95bd58,"43.648001,-79.383177","43.650258,-79.388748",Ikkousha Ramen,249 Queen St W,Ramen Restaurant
4b642db1f964a520b7a22ae3,"43.648001,-79.383177","43.641748,-79.38613",Roundhouse Park,255 Bremner Blvd,Park
4ad4c05ef964a520cbf620e3,"43.648001,-79.383177","43.641025,-79.385267",Steam Whistle Brewing,255 Bremner Blvd,Brewery
4d892556401a224b9eb38618,"43.648001,-79.383177","43.648185,-79.39024",Town Crier Pub,115 John St,Pub
55fb5b15498edba22254d3eb,"43.648001,-79.383177","43.647369,-79.389877",La Carnita,106 John St,Taco Restaurant
5c893d57a87921002c566a2d,"43.648001,-79.383177","43.641351,-79.385413",Steam Whistle Biergarten,255 Bremner Blvd,Restaurant
5fb5b1ca5e25237e72d6ec38,"43.648001,-79.383177","43.6467,-79.388274",Minami,225 King St W,Japanese Restaurant
4bf031dcf831c928eab401f2,"43.687999,-79.38906","43.685607,-79.388253",David A. Balfour Park,200 Mount Pleasant Rd,Park
4bcb61d368f976b0e0f96083,"43.687999,-79.38906","43.686668,-79.393756",Nove Trattoria,1406 Yonge St,Pizzeria
4baceef4f964a520351b3be3,"43.687999,-79.38906","43.68362,-79.392427",Golden House Restaurant,1280W Yonge St,Chinese Restaurant
5d2b4e828479fb0023c36ed6,"43.687999,-79.38906","43.682203,-79.391827",Impact Kitchen Summerhill,1222 Yonge St,Restaurant
5d55e3a03b65e30008e11a0a,"43.687999,-79.38906","43.681872,-79.390979",Sash Restaurant & Wine Bar,1133 Yonge St,French Restaurant
11dc3aebb47247fec4fabb60,"43.687999,-79.38906","43.687543,-79.394082",Mr Sub,1442 Yonge St,Fast Food Restaurant
5b1ad79b7a1e4262b9833e1e,"43.687999,-79.38906","43.684143,-79.392183",Brownes Bistro,1251 Yonge St,Bistro
541da101498e3a898ac95032,"43.656389,-79.451667","43.656167,-79.454025",Outpost Coffee Roasters,1578 Bloor St W,Café
5ce9d459f2554e002cbd3941,"43.656389,-79.451667","43.657091,-79.447534",Kibo Sushi House,1415 Bloor St W,Sushi Restaurant
5723e997498e113c968a7411,"43.656389,-79.451667","43.652671,-79.449629",Bandit Brewery,2125 Dundas St W,Brewery
4ae35797f964a520bc9321e3,"43.656389,-79.451667","43.65593,-79.454968",King Slice,1598 Bloor St W,Pizzeria
4c81998e51ada1cd95c51410,"43.656389,-79.451667","43.649875,-79.450255",The Chocolateria,361 Roncesvalles Ave,Ice Cream Parlor
52fa752e498e0d3da559ae41,"43.656389,-79.451667","43.659357,-79.444952",Propeller Coffee Co,50 Wade Ave,Café
573a9a0fcd108d86ecfde50b,"43.656389,-79.451667","43.653662,-79.4453",Henderson Brewing Co,128A Sterling Rd,Brewery
4e20e9d9e4cdf685918068b5,"43.656389,-79.451667","43.654638,-79.459577",The Mugshot Tavern,1729 Bloor St W,Bar
5963b3e52be425495a1ed8a1,"43.656389,-79.451667","43.658319,-79.44226",Sugo,1281 Bloor St W,Italian Restaurant
4ad8fc3df964a520c31621e3,"43.656389,-79.451667","43.649823,-79.4502",Inter-Ster Restaurant,357 Roncesvalles Ave,Diner
5550e0c9498ea5830a839f06,"43.656389,-79.451667","43.650534,-79.450454",Reunion Island Coffee Bar,385 Roncesvalles Ave,Café
5b724c129fca56002ce80d81,"43.656389,-79.451667","43.651951,-79.44797",The Commoner,2067 Dundas St W,Restaurant
4aff644ef964a5201b3822e3,"43.656389,-79.451667","43.651707,-79.451297",Sue's Thai Food,414 Roncesvalles Ave,Fish and Chips Shop
573409b8498e8b2de4feee14,"43.656389,-79.451667","43.661711,-79.446545",Halo Brewery,247 Wallace Ave,Beer Bar
4ad4c05df964a52068f620e3,"43.656389,-79.451667","43.650937,-79.45108",The Local,396 Roncesvalles Ave,Bar
4bead677415e20a1c380e5bb,"43.656389,-79.451667","43.656181,-79.45384",China Island,1572 Bloor St W,Chinese Restaurant
4b0ade4cf964a5202e2923e3,"43.656389,-79.451667","43.651524,-79.451502",Coffee & All That Jazz,72 Howard Park Ave,Café
a3cd0cedc5b54096145601f9,"43.656389,-79.451667","43.656636,-79.45223",Crossway Roastateria & Delicatessen,2340 Dundas St W,Deli
4bf2dc8894af2d7f34d63872,"43.656389,-79.451667","43.656477,-79.452859",The Olive Branch,1546 Bloor St W,Pub
4b32edf1f964a520191625e3,"43.656389,-79.451667","43.655333,-79.458519",Tim Hortons,1728 Bloor St W,"Cafe, Coffee, and Tea House"
4c4d00b5a34b2d7f8b989898,"43.656389,-79.451667","43.654867,-79.451852",Pizza Nova,2264 Dundas St W,Pizzeria
620e8b1f77a1ae4d6bb94d0a,"43.656389,-79.451667","43.656285,-79.45395",Bawara,1570 Bloor St W,Indian Chinese Restaurant
5f9dc15b16d7c467a3b7e2b3,"43.656389,-79.451667","43.654396,-79.45215",Juniors Pizzeria,2243 Dundas St W,Pizzeria
4bc6594ff360ef3ba0a1db2d,"43.656389,-79.451667","43.656928,-79.452838",McDonald's,2365 Dundas St W,Burger Joint
5790677d498e057eb3d98e2f,"43.656389,-79.451667","43.65349,-79.45149",Dundas Roncesvalles Peace Garden,2201 Dundas St W,Park
5ff0e9bec6f7954a477a2f22,"43.656389,-79.451667","43.653286,-79.451972",Musoshin Ramen,9 Boustead Ave,Ramen Restaurant
4c9cfa7f031337045a6d5ad5,"43.656389,-79.451667","43.653251,-79.450143",KFC,Dundas St W,Fried Chicken Joint
6302cddbc0419625d16a88ac,"43.656389,-79.451667","43.655749,-79.456669",Dynamite Sushi,1661 Bloor St W,Sushi Restaurant
63817b5b34ea5d0bbc1b49f0,"43.656389,-79.451667","43.652615,-79.448872",The Golden Peacock,2102 Dundas St W,Bar
4c542381a724e21e7905e3f5,"43.656389,-79.451667","43.660393,-79.453816",Wallace Avenue Footbridge,Address not available,Bridge
5e0b6df3d2b4c00008da911d,"43.656389,-79.451667","43.65544,-79.457835",Aladin Grill,1618 Bloor St W,Restaurant
5e10e2d7af806d0008f4522d,"43.656389,-79.451667","43.660989,-79.45335",Gaspar Cafe,10 Sousa Mendes St,Coffee Shop
4bfaf49abc8695217d047b6b,"43.656389,-79.451667","43.659224,-79.446006",Erwin Krickhahn Park,112 Rankin Cres,Playground
4b550d56f964a5205ad927e3,"43.656389,-79.451667","43.654711,-79.459354",Pizza Pizza,1721 Bloor St W,Pizzeria
62e95cbd1b7268338ba0768f,"43.656389,-79.451667","43.653616,-79.445152",Spaccio West,128A Sterling Rd,Italian Restaurant
5fbd619754e9bb381621c7f8,"43.656389,-79.451667","43.650912,-79.450655",Ding-A-Wing,397 Roncesvalles Ave,Fried Chicken Joint
4c6e0bebd5c3a1cde478c72b,"43.656389,-79.451667","43.655051,-79.459316",Pizzaville,1730 Bloor St W,Pizzeria
4ae0db41f964a520168321e3,"43.656389,-79.451667","43.655526,-79.459719",Keele Subway Station,1733 Bloor St W,Restaurant
5cce17946bdee6002c591178,"43.656389,-79.451667","43.650149,-79.450346",Bacan,369 Roncesvalles Ave,Argentinian Restaurant
558f45fa498e23c3e783058a,"43.656389,-79.451667","43.658964,-79.442644",MamaLand Resto-Lounge,685 Lansdowne Ave,Arts and Entertainment
62926ead8bbf02089656e491,"43.656389,-79.451667","43.66049,-79.44379",Balam,584 Lansdowne Ave,Mexican Restaurant
927c07bfae674a09faee9e30,"43.656389,-79.451667","43.654658,-79.451631",Parkside Drive,2252 Dundas St W,Music Venue
e938dff379624a4dd22ec963,"43.656389,-79.451667","43.654285,-79.452132",Pizza Del Arte,2243 Dundas St W,Pizzeria
2a2c5c01fc99417ed38d70d2,"43.656389,-79.451667","43.652065,-79.449485",Howard Park,36 Howard Park Ave,Park
f2dc908bf08349abf02575a3,"43.656389,-79.451667","43.655346,-79.44529",Ethica Coffee Roasters,213 Sterling Rd,Restaurant
56437cac498e5a88165d13ce,"43.639179,-79.399595","43.644531,-79.39882",Porchetta & Co,545 King St W,American Restaurant
4b9333f1f964a520fa3a34e3,"43.639179,-79.399595","43.634109,-79.405523",Coronation Park,711 Lake Shore Blvd W,Park
5a259bc647f8762eb7ceaff4,"43.639179,-79.399595","43.637243,-79.405649",The Bentway,250 Fort York Blvd,Pedestrian Plaza
5620d090498e997b0002172e,"43.639179,-79.399595","43.642941,-79.406793",Simit & Chai Co,787 King St W,Bagel Shop
4c83268151ada1cd2ed82310,"43.639179,-79.399595","43.635457,-79.397793",Little Norway Park,659 Queen St W,Park
5a2f13e28ad62e3cdea5e26f,"43.639179,-79.399595","43.645461,-79.400698",Chubby's Jamaican Kitchen,104 Portland St,Caribbean Restaurant
4ad4c05ef964a5209cf620e3,"43.639179,-79.399595","43.638332,-79.406104",Fort York,Address not available,Historic and Protected Site
4c10116ace57c928bd4781d2,"43.639179,-79.399595","43.644131,-79.405861",Beast Restaurant,96 Tecumseth St,American Restaurant
4ac378c8f964a5206c9b20e3,"43.639179,-79.399595","43.641897,-79.406486",Old York Bar & Grill,167 Niagara St,Bar
4c8965cce51e6dcbf1e55fde,"43.639179,-79.399595","43.633623,-79.403716",Coronation Dog Park,Address not available,Dog Park
4c1e7433920076b0f563c3e9,"43.639179,-79.399595","43.632802,-79.396482",Toronto Harbour,Address not available,Harbor or Marina
5f51173513c5c74d1b83cd09,"43.639179,-79.399595","43.644386,-79.399264",Tut's Egyptian Street Food,567 King St W,Fast Food Restaurant
53469a8b498e30d4107621ad,"43.639179,-79.399595","43.639615,-79.398503",Tim Hortons,120 Fort York Blvd,"Cafe, Coffee, and Tea House"
55bbc5e4498ecb12e2d90886,"43.639179,-79.399595","43.634048,-79.397101",Billy Bishop Airport Tunnel,Address not available,Tunnel
4d13b509e3b5224b14da9143,"43.661667,-79.401389","43.656656,-79.402671",Café Pamenar,307 Augusta Ave,Café
5061dbab498ee603149683e5,"43.661667,-79.401389","43.657062,-79.405588",Voodoo Child,388 College St,Bar
52c5dd8d498e25dee9f19457,"43.661667,-79.401389","43.656288,-79.406961",Ramen Isshin,421 College St,Ramen Restaurant
4af1c047f964a520cfe221e3,"43.661667,-79.401389","43.655841,-79.402307",El Trompo,277 Augusta Ave,American Restaurant
587bc580e786b26b0d586aa3,"43.661667,-79.401389","43.655018,-79.402036",Film Cafe,230 Augusta Ave,Comfort Food Restaurant
51438b33e4b0a40e33fe5e77,"43.661667,-79.401389","43.654517,-79.401208",Jimmy's Coffee,191 Baldwin St,Café
4ad4c05df964a5204cf620e3,"43.661667,-79.401389","43.656372,-79.407348",Sneaky Dee's,431 College St,Lounge
535163cf498ea10a3b9582b5,"43.661667,-79.401389","43.65489,-79.400706",Blackbird Baking Co,172 Baldwin St,Bakery
4ad4c05cf964a52008f620e3,"43.661667,-79.401389","43.656271,-79.402563",Wanda's Pie in the Sky,287 Augusta Ave,Bakery
55175269498ef06e96eeeb98,"43.661667,-79.401389","43.656656,-79.402671",Trinity Common,303 Augusta Ave,Arts and Entertainment
4aeb3431f964a52094bf21e3,"43.661667,-79.401389","43.657689,-79.402369",Free Times,320 College St,Diner
5d21413d5cbbb20023c57b49,"43.661667,-79.401389","43.656791,-79.406994",The Little Jerry,418 College St,Wine Bar
4aedf32af964a52091d021e3,"43.661667,-79.401389","43.654583,-79.401078",Patty King,187 Baldwin St,Bakery
4b7716a9f964a520297c2ee3,"43.661667,-79.401389","43.657172,-79.399434",Mother's Dumplings,421 Spadina Ave,Dim Sum Restaurant
4ad7bb35f964a520340e21e3,"43.661667,-79.401389","43.655023,-79.402738",Ronnie's Local 069,69 Nassau St,Dive Bar
534edf63498ee9ce39f7290b,"43.661667,-79.401389","43.655318,-79.402551",Dolce Gelato,234 Augusta Ave,Café
510d3c8ae4b0a3ee4a9b231a,"43.661667,-79.401389","43.65537,-79.402606",Nu Bugel,240 Augusta Ave,Bagel Shop
507495fde4b07ac479044f56,"43.661667,-79.401389","43.65761,-79.402683",Fancy Franks,326 College St,Hot Dog Joint
4b074bb1f964a52077fb22e3,"43.661667,-79.401389","43.65543,-79.398689",New Sky Restaurant,353 Spadina Ave,Diner
4ae348cef964a520dd9221e3,"43.661667,-79.401389","43.654813,-79.403312",Kos Restaurant,61 Bellevue Ave,Restaurant
4ad4c05df964a5206af620e3,"43.661667,-79.401389","43.656571,-79.403078",The Supermarket,268 Augusta Ave,Bar
4bc22219461576b009e77c32,"43.661667,-79.401389","43.660262,-79.405585",Margaret Fairley Parkette,Brunswick Ave,Park
4b01da8ef964a520f84522e3,"43.661667,-79.401389","43.656478,-79.406664",Toby's Famous Eatery,411 College St,Restaurant
5e2cc802033e2d0008b5b6d9,"43.661667,-79.401389","43.657958,-79.401757",Freeplay,300 College St,Arcade
4ad7716ef964a520830a21e3,"43.661667,-79.401389","43.657021,-79.399971",Red Room,444A Spadina Ave,Bar
4ad8b3f7f964a520d21321e3,"43.661667,-79.401389","43.658106,-79.399723",Tim Hortons,455 Spadina Ave,"Cafe, Coffee, and Tea House"
4aef9ab0f964a5207fd921e3,"43.661667,-79.401389","43.657727,-79.399523",Popeye's Louisiana Kitchen,267 College St,Fried Chicken Joint
6161c195f5383058acf46937,"43.661667,-79.401389","43.656969,-79.399916",China Town Wok Restaurant,440 Spadina Ave,Chinese Restaurant
6104763fb746ce6d3817f8ce,"43.661667,-79.401389","43.656833,-79.402559",TacoTaco,319 Augusta Ave,Taco Restaurant
54b2cb1f498e24216930af59,"43.666667,-79.458333","43.665351,-79.461253",Honest Weight,2766 Dundas St W,Seafood Restaurant
55f7090e498ea00cbdb2db1c,"43.666667,-79.458333","43.664915,-79.455712",TuckShop Kitchen,1640 Dupont St,Burger Joint
55ad1c45498ee54a96be5ba6,"43.666667,-79.458333","43.664865,-79.454862",Mattachioni,1617 Dupont St,Bakery
506f3aa3e4b0b0ed3e1dc405,"43.666667,-79.458333","43.665549,-79.465448",Indie Alehouse,2876 Dundas St W,Bar
50829e2ce4b0073ffb077ef8,"43.666667,-79.458333","43.66509,-79.453308",Cafe Con Leche,1571 Dupont St,Café
4e6149acb993678bb5dae95b,"43.666667,-79.458333","43.665197,-79.452624",Thai Lime,1551 Dupont St,Thai Restaurant
5671a068498ea992feebf0fe,"43.666667,-79.458333","43.664641,-79.455621",Rancho Relaxo,1635 Dupont St,American Restaurant
57af2691498e1119fa08248c,"43.666667,-79.458333","43.665758529927935,-79.4648270294105",When the Pig Came Home,3035 Dundas St W,Deli
53797f59498eb0a224aa40f4,"43.666667,-79.458333","43.665208,-79.466281",Junction City Music Hall,2907 Dundas St W,Music Venue
588294c39c439d0a27702402,"43.666667,-79.458333","43.66559,-79.464893",A&W Restaurant,2858 Dundas St W,American Restaurant
5aee1fc74b78c5002c1c8304,"43.666667,-79.458333","43.6652,-79.464082",Chica's Chicken,2853 Dundas St W,Fried Chicken Joint
4e1119efd1647a0fff7e67ee,"43.666667,-79.458333","43.664986,-79.460867",Dundas-Watkinson Parkette,Address not available,Park
4b26d1aff964a520698124e3,"43.666667,-79.458333","43.665293,-79.463582",Shoxs Billiard Lounge,2827 Dundas St W,Pool Hall
630ea3770fbb1a45c2d1071f,"43.666667,-79.458333","43.665317,-79.454046",Dotty’s,1588 Dupont St,Restaurant
5daa0c687f868900076bd852,"43.666667,-79.458333","43.664853,-79.454252",Lucia,1595 Dupont St,Italian Restaurant
6305aad254604f020b0da6b4,"43.666667,-79.458333","43.66551,-79.462916",Resto-Clean,2806 Dundas St W,Professional Cleaning Service
51f40cf7498e26c8cd6e7c90,"43.666667,-79.458333","43.665417,-79.453454",Dupont Dentalworks,1574 Dupont St,Portuguese Restaurant
5dacba9742d2390008f124e8,"43.666667,-79.458333","43.665222,-79.453049",Colombian Street Food by Cookie Martinez,1565 Dupont St,Latin American Restaurant
8487f0bc84a140a4decf7f5c,"43.666667,-79.458333","43.665228,-79.452956",Gaivota Sports Bar,1557 Dupont St,Sports Bar
56b5681f498e18dc05b23bdb,"43.666667,-79.458333","43.665311,-79.4641",See-Scape,2840 Dundas St W,Restaurant
62b88c4d80b8bb423c332e5e,"43.666667,-79.458333","43.665588,-79.45264",Alma + Gil,1534 Dupont St,Restaurant
4ad4c05cf964a520d6f520e3,"43.666667,-79.458333","43.665246,-79.46423",Vegetarian Restaurant,2849 Dundas St W,Diner
57ebeb95498e5bfc544c0d76,"43.666667,-79.458333","43.665577,-79.465078",Pinot's Palette,2866 Dundas St W,Arts and Entertainment
5664c7c7498efd506d5cc695,"43.666667,-79.458333","43.665244,-79.465024",D & Y Sushi,2861 Dundas St W,Sushi Restaurant
5fbd6eddd7afd00db0759864,"43.666667,-79.458333","43.665119,-79.465191",Botham’s,2869 Dundas St W,Pizzeria
61f1f9a4f3f20708f8d7a28a,"43.666667,-79.458333","43.665713,-79.465521",Pi Co,Keele St and Dundas St,Pizzeria
4bbdc4f64e069c741c119fe3,"43.666667,-79.458333","43.664363,-79.451741",Perth Square Park,350 Perth Ave,Park
4bc30e7c461576b0d3117e32,"43.666667,-79.458333","43.672006,-79.456244",Wadsworth Park,Address not available,Park
5be9d075d1a402002ca796fd,"43.666667,-79.458333","43.665319,-79.466299",MAiZ - the Junction,2901A Dundas St W,Latin American Restaurant
5de1dde4ed2ead00080ce6bd,"43.666667,-79.458333","43.665668,-79.467665",Hush Hush,423 College St,Bar
4ea5fd4c86bf45480561268e,"43.666667,-79.458333","43.667642,-79.456805",Tyfer Bakery Products and Maintenance Inc,75 Pelham Ave,Restaurant
86dd6c8258274f6fb8330ad5,"43.666667,-79.458333","43.665508,-79.461419",Baguette & Co,2772 Dundas St W,Café
de0b1b3482134401718b2268,"43.666667,-79.458333","43.664045,-79.456086",All You Can Eat Internet,1655 Dupont St,Restaurant
0072af06c7cf4251a94e4759,"43.666667,-79.458333","43.665964,-79.464392",Pub 395 Restaurant & Bar,395 Keele St,Restaurant
eccf7165ca2d49f66fa9defc,"43.666667,-79.458333","43.668976,-79.463895",Alcove Coffee,34 Cawthra Ave,Advertising Agency
2a7d69516d4c4ca045e76bd5,"43.666667,-79.458333","43.670711,-79.464735",Earth & City,720 Bathurst St,Restaurant
8296df2f1c1542aeb61e3cfd,"43.666667,-79.458333","43.665661,-79.467757",Hush Hush,2952 Dundas St W,Bar
589bc46a739d8546efb5f2fd,"43.6576,-79.4032","43.653818,-79.401564",Grey Gardens,199 Augusta Ave,Wine Bar
54e0dc87498ecbdb39a0fade,"43.6576,-79.4032","43.655851,-79.409883",Bar Raval,505 College St,Lounge
55fb4f19498e141bd2492d4e,"43.6576,-79.4032","43.655859,-79.408996",Snakes & Lattes College,489 College St,Arts and Entertainment
58a7c100076be13f60d1dff5,"43.6576,-79.4032","43.654377,-79.399269",Saigon Lotus,6 St Andrew St,Vegan and Vegetarian Restaurant
4f2b4de6e4b009e97062d55e,"43.6576,-79.4032","43.654006,-79.402061",Pizzeria Via Mercanti,188 Augusta Ave,Pizzeria
4af45a8af964a52097f121e3,"43.6576,-79.4032","43.653582,-79.398627",Banh Mi Nguyen Huong,322 Spadina Ave,Café
593306a5123a1963f5f94453,"43.6576,-79.4032","43.654509,-79.399009",Fudao Noodle House,356 Spadina Ave,Noodle Restaurant
630030ea1ea9a149aaf0ad62,"43.6576,-79.4032","43.654263,-79.40084",Sunnys Chinese,60 Kensington Ave,Chinese Restaurant
4ff222e6582f33c0ee007ba7,"43.6576,-79.4032","43.652891,-79.401182",Handlebar,159 Augusta Ave,Night Club
4ae2620df964a520da8d21e3,"43.6576,-79.4032","43.654307,-79.401782",The Embassy Bar,223 Augusta Ave,Bar
4ad4c060f964a52056f720e3,"43.6576,-79.4032","43.654515,-79.398917",Pho Hung Restaurant,350 Spadina Ave,Vietnamese Restaurant
5553e6c6498e8c64137d0099,"43.6576,-79.4032","43.651982,-79.408283",Old School,800 Dundas St W,American Restaurant
5354c0be498e7c38a9cc7367,"43.6576,-79.4032","43.651982,-79.408283",Patois,794 Dundas St W,Bar
4ae4e982f964a5205d9f21e3,"43.6576,-79.4032","43.651946,-79.403369",Buddha's Vegetarian Foods,666 Dundas St W,Chinese Restaurant
4b119787f964a520188023e3,"43.6576,-79.4032","43.653752,-79.398608",Dumpling House Restaurant,328 Spadina Ave,Chinese Restaurant
4bd8713e0b779c745b2a07a0,"43.6576,-79.4032","43.652595,-79.399078",Ba le,538 Dundas St W,Vietnamese Restaurant
5ba1a63c5d891b002c262874,"43.6576,-79.4032","43.652524,-79.398506",Juicy Dumpling,280 Spadina Ave,Chinese Restaurant
4e78d6d5091a2a74e0523d83,"43.6576,-79.4032","43.653763,-79.396132",Yummy Yummy Dumplings,79 Huron St,Chinese Restaurant
4cb79089dd41a35d6a2fd4a0,"43.6576,-79.4032","43.652118,-79.402555",Greens Vegetarian Restaurant,638 Dundas St W,Vegan and Vegetarian Restaurant
59fb6250603d2a17c4fbf9b6,"43.6576,-79.4032","43.654608,-79.398417",August 8 Dim Sum & Sushi,331 Spadina Ave,Sushi Restaurant
4ae74cfaf964a5202eaa21e3,"43.6576,-79.4032","43.653093,-79.398409",King's Noodle House,296 Spadina Ave,Chinese Restaurant
5176c8aae4b090a07b80071d,"43.6576,-79.4032","43.654391,-79.40217",Pancho Y Emiliano,200 Augusta Ave,Mexican Restaurant
4af32736f964a52039eb21e3,"43.6576,-79.4032","43.655676,-79.412287",Duff's Famous Wings,558 College St,BBQ Joint
4ada4857f964a520df2021e3,"43.6576,-79.4032","43.653298,-79.397133",House of Gourmet,484 Dundas St W,Chinese Restaurant
4b107f6cf964a520c07123e3,"43.636533,-79.395854","43.631838,-79.402029",National Yacht Club,1 Stadium Rd,Harbor or Marina
53fb5e2a498e8b37590dfcc8,"43.636533,-79.395854","43.637165,-79.395916",Iruka Sushi,550 Queens Quay W,Sushi Restaurant
4ada7db7f964a520042321e3,"43.636533,-79.395854","43.643256,-79.399364",Bar Wellington,520 Wellington St W,Pub
4e88d09e0aaf6f8cd74c2e9a,"43.636533,-79.395854","43.64093,-79.393525",Liberty Shawarma,4H Spadina Ave,Falafel Restaurant
c255cd80567d42d1e5fb32c8,"43.636533,-79.395854","43.636941,-79.396675",Rising Sun Entertainment,550 Queens Quay W,Amusement Park
58b35f0a817a4dc2ecf90739,"43.636533,-79.395854","43.636894,-79.397322",Gui Rei Japanese Restaurant,600 Queens Quay W,Sushi Restaurant
57081449cd10240047f0f035,"43.636533,-79.395854","43.640273,-79.392532",Fat Bastard Burrito,11 Spadina Rd,Burrito Restaurant
e084d8d512684078732d5f21,"43.636533,-79.395854","43.63787,-79.392383",Consulate General of the Republic of Turkey,10 Lower Spadina Ave,Community and Government
4b6c9fbbf964a52069472ce3,"43.636533,-79.395854","43.636061,-79.399525",Tim Hortons,553 Lakeshore Blvd W,"Cafe, Coffee, and Tea House"
